 Mean of the integrated profile, Standard deviation of the integrated profile, Excess kurtosis of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve, Excess kurtosis of the DM-SNR curve, Skewness of the DM-SNR curve,target_class
0.1988712012302184,0.2471863867985714,0.5634499056932867,0.6051340507953513,0.5198269248268477,0.2375066689621472,-0.43908034312025185,0.8055744663112403,0.0
-0.06931967226603908,0.727030532781913,0.5042878125003433,0.5561056136874886,0.6128825493098208,0.7750489105050913,0.4600754183942182,0.5413110739308686,0.0
0.9981608033534793,-0.21351731568428822,0.7241954755934681,0.4702254639583248,0.5062588521410042,0.38429038284874656,-0.4419638923471295,0.8119647983324814,0.0
0.5077723927195347,0.46068050667342647,0.6751224934376749,0.6138387411998584,0.5467577075833706,0.3388143240261697,-0.28428244079184195,0.7253966244237916,0.0
1.0426003107810167,-0.7414046096783298,0.6757737559283762,0.43978839013261817,0.6279771518464236,0.7826261016566942,0.8654728573813414,0.7788763200419788,0.0
0.47141279573336764,-0.170100207240869,0.5570698846419897,0.5857349957248779,0.5857460503246388,0.617088714869668,0.17293373024232414,0.20300193582501247,0.0
0.8576946679881162,0.9655699263651035,0.5874800960161138,0.5901026435121753,0.48157132826437166,0.4239895744258617,-0.6692457228764959,0.8895843916749473,0.0
0.3750754020093354,0.07218327392328018,0.7025491405649134,0.5757572958088085,0.6012868529993918,0.7986441940014913,0.20686805342529044,0.37447339300989385,0.0
0.3157191368438833,1.204439222223908,0.3903323320636117,0.6361882420057279,0.6324402531286245,0.801444194457591,0.9161596323328889,0.8399021276286025,0.0
0.9195370594432207,-0.036581099753273096,0.7342866184494495,0.5719568067381937,0.6157473541665875,0.8615708447940561,0.6769707748803516,0.913784205860192,0.0
-0.8922274741409982,-0.42426717598287017,0.4348885943382173,0.3944374789571246,0.631296323328778,0.9049370059432725,1.3304546824813022,1.379093700659432,0.0
-0.7576658887135597,-0.7400828381831251,0.4471757883114468,0.1709969339229663,0.543702828554238,0.4626572970722701,-0.44958578753768325,0.7865883853937222,0.0
-0.3999744687898142,-1.0762611382018752,0.24259025295960554,0.05828018737282463,0.6231291676803886,0.7978067862607597,0.9706125476989841,1.049226100115083,0.0
0.09694002335446816,-0.7509707526870386,0.28366179378467904,0.4389771275128359,0.6002144507721628,0.6349987791095794,0.1439145034526594,0.38794231797365086,0.0
1.3182495631462317,0.22274360103876145,0.8802352121927102,0.5089486998748074,0.5474183078472125,0.1287438292014823,-0.34971866363956494,0.7486674512413742,0.0
1.4593372300840077,-0.14754419375856417,0.863576561621344,0.4790843308479996,0.5906082339017288,0.6839323239288109,-0.010017549276144927,0.5023460271058781,0.0
0.33622967873351595,-0.34555912549765905,0.5850092336623494,0.49452337325291473,0.6096435526133424,0.8094982440659725,0.35459329392672906,0.43045537921558774,0.0
-0.1936259867486613,-0.18361613058999257,0.36971451124051485,0.5178665527898401,0.617302057257266,0.8058982648982499,0.4543463731803633,0.5503515841737557,0.0
0.7719233109951069,0.4893868820660231,0.7576876478878521,0.6760494272642001,0.5491092570588981,0.20695580209705933,-0.23480908899743566,0.7274328378879288,0.0
-0.913359547603044,-1.018233530519523,0.4081065162217746,0.1569228241862247,0.633904445637407,0.871164507983533,1.5398308015430098,1.4199718654349147,0.0
-0.6187535822792293,-1.2489872701378313,0.42947905852557533,0.3338358634770484,0.5417630295561529,0.28187001689657315,-0.33179498025344356,0.7754316733110034,0.0
1.2644870821324974,-0.1674489398668761,0.7986640495458636,0.5509076076872005,0.5458084932719302,0.48943765849366166,-0.3167556555648312,0.7159748433603479,0.0
0.6361186624228421,-0.7352259969527589,0.5141116313733729,0.4716586772276826,0.6351673837522017,0.867305671111741,0.9955067856973421,1.0463499426154736,0.0
0.831279576160559,0.5013346065243119,0.732928275450984,0.6118497174015123,2.0117509434734586,1.772969813466206,-2.002522764845309,1.062423903639351,0.0
0.6258633914780257,-0.605709554512152,0.6706310558833634,0.45934442555142707,0.6033217701977862,0.8008612780594698,0.17378224733334405,0.3184925650593565,0.0
-2.4541363156151466,1.143531665984376,1.304351961518421,0.702968988425092,0.3767862378204272,0.6594792023958297,-0.783447306060451,0.9197584555047323,1.0
0.41547495421618763,0.5486357883731976,0.5895702542453397,0.6044048623446532,0.6560740039103007,0.945162706012549,2.467787890283062,1.8311072598670042,0.0
0.27407652149220485,1.0456093137899811,0.5916025971057812,0.6277249564504446,0.620475753969177,0.82864753110516,0.5782887368671148,0.7189002202637494,0.0
0.2939655318094244,0.19612338512723396,0.5747704033027128,0.536265611115725,0.6304494759303688,0.7633045496113902,0.7497882425664752,0.6595760580028031,0.0
0.9913239560569351,0.041014909601032566,0.5931125719988117,0.5778822235802604,0.4621571233558859,0.3276723617843149,-0.8072250898687467,0.923759314765304,0.0
0.3952751781127615,0.8415471381777028,0.7275590849428604,0.6165958629845888,0.25631111387194944,0.7939643867988159,-1.0120845725413814,0.9735768297505545,0.0
-0.17094008435558275,1.0467683190488852,0.49231192799722095,0.6332708884373333,0.5501955915096064,0.5891172145154042,-0.36489495126941623,0.7178070430706154,0.0
-0.09604552987980285,-1.0116986042116103,0.6185229330300349,0.3216522296793333,0.4711810152743906,0.48669313442500756,-0.6264732135136557,0.8709439575278404,0.0
0.8766513809467161,0.6707791328230651,0.7764429877706994,0.6128163263750082,0.6093857519941305,0.7961612722379828,0.4049299613458962,0.5462736563823495,0.0
-2.4932928046771727,-2.535121194692432,1.7521609340296305,1.8934093484869137,0.14153608479660118,0.9077221473441834,-0.9958351001632048,0.969380256738533,1.0
-0.9320054947754374,-1.7287544532566914,0.4288588945874201,0.5056840670374737,0.6314456490776841,0.8855259317974264,1.069266515247421,1.1717136719030155,0.0
0.16996998311300873,-1.4016317402604528,0.5146719187006327,0.07422677332924535,0.5970383255097095,0.7524100619384133,-0.002487889888339271,0.39066137373568205,0.0
-0.15478026347284185,0.28137799661789764,0.16462256028572622,0.5171688252690058,0.6101330736721615,0.812631974770311,0.38157306073674124,0.5495006817679999,0.0
-0.9699189206926371,-0.33104967659508516,0.5736204403762514,0.1610062870798467,0.5664902645880643,0.52938648222504,-0.26694915730424545,0.7024476006374304,0.0
1.1871064013670651,-1.0617417606101127,0.6540111629715675,0.3746497315210588,0.5994285506939366,0.5171554508727874,0.0573726382329342,0.4291811054232036,0.0
0.4126780621403286,0.8294998939783557,0.6027904295617593,0.5946657277670201,0.6045446311043249,0.7828274638245993,0.4328436848836674,0.5647435726899656,0.0
0.4903695086919675,0.4687183207808383,0.5127827840168693,0.5601082352513462,0.547131188342193,0.6286541827919369,-0.5195524196075431,0.7779408031679339,0.0
-0.38132852161742087,0.07465867496590504,0.3681895767753974,0.471951187902231,0.6181669159733664,0.8483567264254271,0.7148545526030015,0.8643684237361847,0.0
0.6970287565193269,1.2920123968611084,0.8743030246470255,0.6327875170917553,0.448911319400889,0.5981787600452458,-0.7035337547965258,0.9017753881938462,0.0
0.9506136380638763,1.086900361716234,0.7740632582597926,0.6752336134995633,0.5956154153464609,0.674562976802666,-0.01658070305018269,0.5021432740319691,0.0
-0.639264124168862,-2.1095648159795934,0.21080181305287207,0.6439772063540943,0.6550912958761627,0.9452893194143731,2.467787890283062,1.8311072598670042,0.0
-0.9708512180512567,-1.1980932952411774,1.187076446603894,0.900145290145539,0.2688772650203151,0.7608970968108218,-0.9825932798335983,1.0631454465488626,1.0
0.6190265441814815,1.2841690614964716,0.3977119071364967,0.6073235881191614,0.5789463873471813,0.6776852236586448,0.06513501822319158,0.3574500400753303,0.0
1.2520564506842353,1.9801196049090362,0.9242423656518283,0.6570151070364835,0.4642603354104348,0.4851585669221776,-0.6483634971828245,0.9270090456862469,0.0
-1.9600187155467232,-1.560717095115054,1.3761600347317062,1.2089809418105848,0.49314613646944305,0.4257655357420897,-0.5099103922017066,0.8349034843375504,1.0
-0.15850945290732052,-0.6036717981670349,0.5691145104783768,0.3880666474869315,0.5027393100012738,0.25888163142439674,-0.5467587662723228,0.8473127008549861,0.0
0.6106358679539046,-0.011379646335876358,0.5459121270605826,0.4808635386958246,0.6146746170255135,0.8522178132190641,0.5512581344198291,0.8139133509728718,0.0
-0.3869223057691389,-0.41669582088326973,0.33506162038509185,0.24087589538394574,0.5808972700045504,0.6377079870144834,-0.10809113728620853,0.5708947126962898,0.0
0.8635992179260408,0.8223406260498739,0.7186707374511382,0.6459466851760934,0.6011038953985289,0.766112588006022,0.1396792104254435,0.06582704914453788,0.0
0.5313905924712329,0.8213587010427493,0.7438157960943097,0.6332333187975665,0.639801387770074,0.8525121722150929,1.3974673455554736,1.2139671766324331,0.0
0.9636658010845517,0.5863820583056617,0.7652084060010397,0.6234402524110916,1.312983884647138,1.7118718641679112,-1.7165995856647458,1.0586599588019172,0.0
-0.12028526120391418,-0.7308393434217978,0.5409370641190641,0.48491142466996917,0.5442227903397336,0.13799360050963022,-0.3362028770583524,0.7557767899612604,0.0
0.31261147898181774,-0.24703883212313002,0.5484247798178471,0.4172279941449345,0.5965380589550138,0.7275845472641723,0.4048324791804693,0.49049500256128503,0.0
-0.5612619118310166,-0.21488016332780333,0.16651019732151404,0.4842863189510933,0.5990614444767811,0.6628433205981041,0.173698858633945,0.3413176529805772,0.0
0.22777241934742806,-0.06532449350907507,0.44372740518915815,0.4425096038883204,0.6006070151772097,0.5533201213633738,0.18817493305508767,0.24994454182606354,0.0
0.43629626189202686,0.1436245981341187,0.5578710596621755,0.5184727908397397,0.58948975106004,0.5104256771063718,-0.015680537603167077,0.42840320379937247,0.0
0.10066921278894683,1.2561433011628014,0.4933603114792555,0.6305283750132459,0.6397768276177175,0.8652350904886199,1.2188358351780217,1.1256575023724549,0.0
0.7364960113675595,0.8410859151718657,0.6187748244016369,0.597278157740408,0.6426928975785133,0.8564551288679083,1.338171225182031,1.148515690856435,0.0
-0.6613284949895274,-0.2135568519233307,0.1464161550623073,0.4907290256030072,0.6083276272056716,0.656431123476987,0.2204863669209722,0.3320121562893886,0.0
-1.5690753564988762,-1.0334606299198346,0.7000082710164998,0.46068498767991634,0.5850481540210966,0.6297902537881128,0.04124506832693243,0.4808265381945517,0.0
0.722200785202058,-0.10802952741653944,0.5944781806636014,0.5385956747600782,0.6171238476431128,0.8050566699519286,0.5207658559902756,0.6394272652336962,0.0
0.36015864427142075,0.6979030030709881,0.4405832484430743,0.5675320704343613,0.6442801354302641,0.8916285188307781,1.999252127181353,1.5659235274617618,0.0
0.23398773507155918,0.7980537235044989,0.1774238395210476,0.5514391972901187,0.4387145964983369,0.5601105055412242,-0.7843323363323139,0.9219852587200852,0.0
1.4198699752357753,0.6195880625484349,0.7772151778900406,0.6297623477857263,0.5255089616940467,0.34607671914553545,-0.36675853269981884,0.7844121143561472,0.0
-1.2138700628647832,-1.4071875450654103,0.7925549100080245,0.5465634966765825,0.6412977791056399,0.8085577892019993,1.3095093897683896,1.0644685889360546,0.0
0.3738323388645092,1.240546656137209,0.42831321027818353,0.5686945617500897,0.5867377792198343,0.5415923623998818,0.04208688692667458,0.511445884960077,0.0
0.4303917119541023,1.4358223687086913,0.5918444702615737,0.6548499102006389,0.05649630007975376,0.8786223319577259,-1.1195926272982566,0.9947425960025126,0.0
-0.11002999025909785,0.006886133357728798,0.43751981278324575,0.5631802544785035,0.5986153700185249,0.7999900176171767,0.2237248812000376,0.40361528687424064,0.0
0.43070247774030884,1.2671745157112686,0.6019455223374134,0.6581715676210693,0.06740310096036953,0.9031190226779584,-1.1204064030419707,0.9961344419516305,0.0
0.025463892526960377,0.47697434872447136,0.31370749552249344,0.5476017037410773,1.3270424092818356,1.4831791149829427,-1.7255355312577978,1.0551427582277302,0.0
-1.7779099648296817,0.48538450730435045,1.228539806034493,0.7387965914887681,0.821392162221345,1.370162772233988,-1.4376125895674525,1.0367944712661772,1.0
0.18022525405782505,0.9516676006621371,0.3975701191328151,0.5387315348409202,0.5321351445019671,0.3080873323904053,-0.44411792409000334,0.8225600720503761,0.0
0.3067069290438932,0.7790375500609618,0.5323322543962113,0.609107592553634,0.5373655700515932,0.13387785851766626,-0.41736649017577043,0.801515700437063,0.0
0.8778944440915423,2.0097400204577793,0.6546651709141954,0.698057470240235,0.9189064148888595,1.2065454368463853,-1.4480823008098482,1.0631454465488626,0.0
-0.23899779153481843,0.4668550259103501,0.3532265678028688,0.5030875142990231,0.6051421518631362,0.7754386558149994,0.1615950776818838,0.046566586329732984,0.0
-0.770718051734235,0.022845420806473195,0.6384664924691915,0.20581450306614837,0.6172511454704823,0.7050439687756329,0.37594004555971455,0.46017227914873243,0.0
0.6790043409193467,1.328945444124602,0.6384563588064459,0.6698002061073607,0.44961083806485086,0.6588188981225137,-0.7913457754875255,0.9259357536919366,0.0
-0.0873440878660193,-1.7378675695508246,0.2188582578070595,0.35233088376296895,0.5458084932719302,0.329591019038999,-0.29453925569003664,0.7643642731923164,0.0
0.027017721457993155,0.7545450370295088,0.4590484512365282,0.5858228821030526,0.6560740039103007,0.9471877989675412,2.467787890283062,1.8311072598670042,0.0
1.271945461001455,0.493495470206619,0.7580814812741488,0.6061686337259913,0.5893031308593353,0.7011410752550931,-0.10530960084742576,0.5521217937741467,0.0
0.17680683040955295,1.7234442140055237,0.5864109975668333,0.6685676632377852,0.4299961329072743,0.5591888522120152,-0.7730031888456186,0.9159120150565153,0.0
0.0938323654924026,0.47351996899305815,0.6892589256223558,0.581926169578602,0.6169201164897324,0.6666892676525138,0.4819035329092486,0.3674522056687834,0.0
0.05001438963727827,2.0097400204577793,0.2561271412915475,0.698057470240235,2.0842109173581287,0.8972092628163753,-1.8326954046001438,1.0531567435789144,0.0
